GameID,Season,SeasonType,Status,Day,DateTime,AwayTeam,HomeTeam,AwayTeamID,HomeTeamID,StadiumID,AwayTeamScore,HomeTeamScore,Updated,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,IsClosed,NeutralVenue,DateTimeUTC
7794,2016,1,Final,2015-11-11T00:00:00,2015-11-11T22:00:00,DET,SAC,14,30,29,92.0,101.0,2023-10-02T15:39:08,20007794,20000014,20000030,True,False,2015-11-12T03:00:00
7795,2016,1,Final,2015-11-11T00:00:00,2015-11-11T22:30:00,SA,POR,24,19,19,113.0,101.0,2023-10-02T15:39:08,20007795,20000024,20000019,True,False,2015-11-12T03:30:00
7796,2016,1,Final,2015-11-12T00:00:00,2015-11-12T19:30:00,UTA,MIA,17,4,4,91.0,92.0,2023-10-02T15:39:08,20007796,20000017,20000004,True,False,2015-11-13T00:30:00
7797,2016,1,Final,2015-11-12T00:00:00,2015-11-12T20:00:00,GS,MIN,26,16,16,129.0,116.0,2023-10-02T15:39:08,20007797,20000026,20000016,True,False,2015-11-13T01:00:00
7798,2016,1,Final,2015-11-12T00:00:00,2015-11-12T22:30:00,LAC,PHO,28,29,28,104.0,118.0,2023-10-02T15:39:08,20007798,20000028,20000029,True,False,2015-11-13T03:30:00
7799,2016,1,Final,2015-11-13T00:00:00,2015-11-13T19:00:00,MIN,IND,16,13,13,103.0,107.0,2023-10-02T15:39:08,20007799,20000016,20000013,True,False,2015-11-14T00:00:00
7800,2016,1,Final,2015-11-13T00:00:00,2015-11-13T19:00:00,UTA,ORL,17,5,5,93.0,102.0,2023-10-02T15:39:08,20007800,20000017,20000005,True,False,2015-11-14T00:00:00
7801,2016,1,Final,2015-11-13T00:00:00,2015-11-13T19:30:00,ATL,BOS,3,9,9,93.0,106.0,2023-10-02T15:39:08,20007801,20000003,20000009,True,False,2015-11-14T00:30:00
7802,2016,1,Final,2015-11-13T00:00:00,2015-11-13T19:30:00,CLE,NY,12,6,6,90.0,84.0,2023-10-02T15:39:08,20007802,20000012,20000006,True,False,2015-11-14T00:30:00
7803,2016,1,Final,2015-11-13T00:00:00,2015-11-13T19:30:00,NO,TOR,23,10,10,81.0,100.0,2023-10-02T15:39:08,20007803,20000023,20000010,True,False,2015-11-14T00:30:00
7804,2016,1,Final,2015-11-13T00:00:00,2015-11-13T20:00:00,CHA,CHI,2,11,11,97.0,102.0,2023-10-02T15:39:08,20007804,20000002,20000011,True,False,2015-11-14T01:00:00
7806,2016,1,Final,2015-11-13T00:00:00,2015-11-13T20:00:00,POR,MEM,19,21,21,100.0,101.0,2023-10-02T15:39:08,20007806,20000019,20000021,True,False,2015-11-14T01:00:00
