SeasonType,Season,Team,Wins,Losses,Possessions,FantasyPoints,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersPercentage,ThreePointersPercentage,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingPercentage,PlusMinus,DoubleDoubles,TripleDoubles,WinPercentage
1,2020,DAL,43,32,3529.0,7793.0,21.8,25.7,25.5,17.3,36.8,373.4,1288.1,1661.4,872.7,217.1,171.3,429.0,690.1,4142.3,27.4,875.6,38.7,3.8,0.5733333333333334
1,2020,DEN,46,27,3366.2,7462.5,22.3,25.3,25.2,16.9,36.7,371.0,1149.8,1520.8,921.3,276.6,159.1,450.3,700.9,3834.5,26.8,363.4,33.5,2.9,0.6301369863013698
1,2020,DET,20,46,3040.6,6316.8,21.7,24.9,24.3,17.3,35.1,304.0,995.4,1299.4,750.0,231.3,141.1,453.1,613.1,3340.8,26.5,-554.6,33.0,0.0,0.30303030303030304
1,2020,GS,15,50,3078.4,6364.7,20.7,23.5,23.4,15.8,37.9,305.4,1009.1,1314.5,784.9,252.0,141.1,439.0,615.5,3262.5,25.5,-1334.8,15.6,0.4,0.23076923076923078
1,2020,HOU,44,28,3524.9,7372.7,21.3,25.3,26.3,16.3,37.3,332.3,1172.4,1504.7,734.9,295.9,175.6,481.9,739.2,4003.5,27.3,502.7,40.6,2.7,0.6111111111111112
1,2020,IND,45,28,3406.9,7307.9,22.5,25.2,25.0,17.1,37.1,300.2,1174.3,1474.5,891.1,256.3,177.5,436.6,682.0,3770.8,26.7,337.5,37.8,0.9,0.6164383561643836
1,2020,LAC,49,23,3450.1,7436.5,22.0,25.3,24.6,17.5,37.3,362.5,1257.4,1619.9,806.2,241.2,159.5,472.0,752.4,3953.9,27.2,1095.0,26.0,0.2,0.6805555555555556
1,2020,LAL,52,19,3371.4,7445.8,22.6,25.6,26.1,16.5,34.4,357.8,1175.3,1533.1,851.0,288.9,220.9,491.4,694.3,3801.5,27.0,970.0,42.5,2.9,0.7323943661971831
1,2020,MEM,34,39,3531.2,7613.8,22.1,24.9,25.1,16.4,36.0,355.9,1247.5,1603.4,927.5,271.9,188.3,502.7,729.7,3880.8,26.5,-184.1,32.6,0.7,0.4657534246575342
1,2020,MIA,44,29,3407.9,7383.9,22.1,25.8,25.1,17.9,37.0,292.6,1236.2,1528.8,893.0,258.2,156.7,480.5,708.5,3860.5,27.7,507.4,29.7,1.3,0.6027397260273972
1,2020,MIL,56,17,3620.4,7961.5,22.5,26.1,26.8,16.8,35.0,326.6,1455.2,1781.8,891.6,248.3,202.5,504.6,675.4,4088.9,27.5,1737.0,35.9,0.9,0.7671232876712328
1,2020,MIN,19,45,3144.9,6545.7,20.8,24.3,24.6,15.9,35.5,318.6,1035.1,1353.7,719.8,262.0,170.9,445.1,646.6,3421.1,26.0,-649.0,24.1,0.4,0.296875
1,2020,NO,30,42,3535.2,7508.4,21.9,25.4,24.9,17.5,34.4,376.2,1204.1,1580.3,911.9,254.4,169.0,539.5,719.3,3937.0,26.8,-219.5,31.2,0.9,0.4166666666666667
1,2020,NY,21,45,3078.4,6404.9,21.1,23.6,23.6,15.9,32.8,375.2,1073.3,1448.6,687.2,237.9,147.7,431.4,691.0,3296.0,25.1,-1005.4,26.0,0.2,0.3181818181818182
1,2020,OKC,44,28,3362.4,7018.5,22.1,25.0,25.0,16.8,37.6,279.9,1177.6,1457.5,737.3,259.6,166.6,441.3,656.1,3752.4,27.0,336.1,24.1,0.2,0.6111111111111112
1,2020,ORL,33,40,3385.4,7293.0,21.0,23.9,23.7,16.2,36.5,354.5,1179.1,1533.5,824.6,282.7,186.9,419.6,630.6,3696.2,25.7,-174.6,34.9,0.4,0.4520547945205479
1,2020,PHI,43,30,3406.2,7483.7,22.1,25.2,24.7,17.4,35.6,360.6,1205.0,1565.6,889.2,276.6,183.6,464.9,721.7,3815.6,26.7,410.6,41.1,1.3,0.589041095890411
1,2020,PHO,34,39,3486.8,7433.0,22.1,25.1,25.0,16.9,39.4,336.1,1163.5,1499.5,937.9,263.8,136.9,489.5,759.4,3914.8,27.2,38.2,38.7,0.4,0.4657534246575342
1,2020,POR,35,39,3518.3,7425.1,21.9,25.2,24.3,17.8,37.9,355.9,1226.7,1582.6,719.8,219.5,212.9,434.2,758.0,4015.8,26.9,-200.6,41.1,0.2,0.47297297297297297
1,2020,SA,32,39,3387.2,7304.4,22.3,25.1,24.4,17.7,38.2,302.1,1194.2,1496.2,826.5,244.5,184.1,410.2,649.9,3822.3,27.0,-186.0,17.9,0.0,0.4507042253521127
1,2020,SAC,31,41,3372.6,7026.1,21.8,25.2,24.9,17.2,36.3,328.0,1119.6,1447.6,808.5,262.4,138.3,466.8,752.8,3741.5,26.7,-346.9,23.1,0.0,0.4305555555555556
1,2020,TOR,53,19,3421.0,7429.6,21.6,25.3,24.5,17.7,37.6,323.3,1219.2,1542.5,857.2,300.2,169.0,477.2,735.8,3831.7,27.1,1059.6,34.0,0.4,0.7361111111111112
1,2020,UTA,44,28,3347.3,6951.7,22.2,25.9,25.3,17.9,36.8,309.6,1216.3,1526.0,762.3,206.7,137.4,493.2,692.9,3782.1,27.6,420.6,26.4,0.0,0.6111111111111112
1,2020,WAS,25,47,3482.2,7251.3,21.6,24.7,23.9,17.4,37.2,345.5,1083.2,1428.7,850.1,270.9,145.8,460.2,771.2,3888.3,26.5,-793.0,16.5,0.0,0.3472222222222222
1,2021,ATL,41,31,8371.3,18438.4,55.6,64.1,62.5,44.3,96.5,903.6,3002.2,3905.9,2065.3,598.1,405.4,1086.7,1655.1,9733.2,69.1,990.4,120.1,1.4,0.5694444444444444
1,2021,BKN,48,24,8539.5,19085.0,58.7,68.4,67.2,46.6,95.6,761.0,3042.7,3803.6,2293.6,575.5,450.6,1122.4,1630.1,10150.5,72.5,1926.2,86.8,14.3,0.6666666666666666
1,2021,BOS,36,36,8405.1,18286.5,55.4,64.6,63.0,44.5,92.1,909.6,2878.6,3788.2,2008.2,661.1,455.4,1146.2,1749.0,9641.6,68.2,624.2,47.6,1.4,0.5
1,2021,CHA,33,39,8396.0,18261.5,54.1,63.4,61.5,43.9,90.5,906.0,2840.5,3746.5,2298.3,671.8,409.0,1214.0,1542.1,9370.5,67.1,-826.4,63.0,1.4,0.4583333333333333
1,2021,CHI,31,41,8473.5,18156.9,56.6,65.0,64.4,44.0,94.0,822.8,3024.8,3847.6,2291.2,573.1,361.5,1241.3,1619.4,9475.1,68.4,-380.5,60.6,1.4,0.4305555555555556
1,2021,CLE,22,50,8321.3,17207.9,53.5,60.4,60.6,40.0,88.3,892.9,2766.8,3659.7,2040.3,664.7,386.4,1235.4,1555.2,8889.0,64.6,-3615.7,73.7,0.0,0.3055555555555556
1,2021,DAL,42,30,8288.7,17848.7,55.9,65.4,65.9,43.0,92.5,781.2,2928.5,3709.7,1958.3,535.0,371.0,978.5,1659.8,9626.1,69.2,969.0,58.3,13.1,0.5833333333333334
1,2021,DEN,47,25,8354.6,18917.6,57.7,66.2,65.6,44.8,95.5,901.3,2903.5,3804.8,2298.3,692.0,384.0,1097.4,1633.7,9849.7,69.9,2101.0,96.3,19.0,0.6527777777777778
1,2021,DET,20,52,8389.5,17556.2,53.7,61.7,61.2,41.7,90.2,825.2,2831.0,3656.2,2072.4,631.4,441.1,1211.6,1756.2,9126.8,66.1,-1914.3,48.7,4.2,0.2777777777777778
1,2021,GS,39,33,8721.0,18661.5,55.6,65.5,64.3,44.7,93.3,682.5,3001.0,3683.5,2367.3,697.9,406.6,1253.2,1814.4,9734.3,69.3,451.8,45.2,8.5,0.5416666666666666
1,2021,HOU,17,55,8638.3,17657.7,52.8,61.9,63.3,40.3,88.0,797.8,2848.8,3646.7,2020.1,649.2,429.2,1218.7,1672.9,9313.4,65.8,-3382.7,74.9,1.4,0.2361111111111111
1,2021,IND,34,38,8735.2,19205.8,56.4,64.4,64.2,43.3,94.2,770.5,2882.1,3652.6,2345.9,726.5,546.9,1114.1,1727.6,9871.1,68.4,-17.8,90.4,11.9,0.4722222222222222
1,2021,LAC,47,25,8245.9,18277.1,57.3,67.1,62.9,48.9,99.8,806.1,2973.7,3779.8,2087.9,605.2,350.8,1063.0,1644.4,9760.5,71.2,2645.5,52.3,0.0,0.6527777777777778
1,2021,LAL,42,30,8482.5,18077.9,56.1,63.7,64.1,42.1,87.9,825.2,2960.6,3785.8,2110.5,668.2,457.8,1260.3,1637.3,9377.6,67.7,1197.3,88.0,7.1,0.5833333333333334
1,2021,MEM,38,34,8603.4,19263.2,55.5,62.7,62.4,42.2,91.7,954.8,3023.6,3978.4,2304.3,778.8,432.8,1089.1,1604.0,9698.7,66.6,439.9,89.2,1.4,0.5277777777777778
1,2021,MIA,40,32,8253.6,17791.1,55.6,64.9,65.8,42.6,93.9,688.4,2864.3,3552.7,2253.2,676.5,340.1,1136.7,1620.6,9251.6,69.1,9.9,76.1,8.5,0.5555555555555556
1,2021,MIL,46,26,8735.4,19516.7,57.9,67.3,65.9,46.1,90.2,879.9,3236.5,4116.3,2180.6,694.4,397.1,1142.6,1472.0,10265.8,70.5,2512.4,101.1,9.9,0.6388888888888888
1,2021,MIN,23,49,8712.5,18650.4,53.3,61.8,61.6,41.5,90.5,900.1,2826.3,3726.3,2194.9,752.6,472.0,1171.2,1794.2,9608.3,66.0,-2382.8,60.6,0.0,0.3194444444444444
1,2021,NO,31,41,8588.8,18872.5,56.7,63.8,64.7,41.4,86.7,1004.7,3053.4,4058.1,2225.8,648.0,374.5,1191.4,1539.8,9810.4,67.8,-124.8,72.5,2.8,0.4305555555555556
1,2021,NY,41,31,8225.7,17578.8,54.2,62.3,58.4,46.6,93.2,827.5,3036.7,3864.2,1832.2,602.8,434.0,1042.8,1751.4,9162.4,66.6,982.1,67.8,8.5,0.5694444444444444
1,2021,OKC,22,50,8623.8,17137.8,52.4,60.5,60.5,40.3,86.2,850.1,3053.4,3903.5,1888.1,599.3,375.7,1317.4,1551.6,8988.8,64.1,-4553.9,45.2,0.0,0.3055555555555556
1,2021,ORL,21,51,8420.4,17268.4,51.0,58.3,56.7,40.8,92.1,889.4,3004.6,3894.0,1867.9,588.6,378.1,1048.7,1473.2,8909.2,62.7,-3980.8,64.2,2.8,0.2916666666666667
1,2021,PHI,49,23,8536.4,18845.4,56.6,64.3,63.1,44.5,91.3,858.5,2998.7,3857.1,2028.4,778.8,531.5,1177.1,1734.8,9730.8,68.8,2398.2,83.2,5.7,0.6805555555555556
1,2021,PHO,51,21,8371.9,18685.0,58.4,67.1,66.9,44.9,99.2,749.1,2927.3,3676.4,2305.5,614.7,371.0,1027.3,1633.7,9871.1,71.0,2488.6,80.9,1.4,0.7083333333333334
1,2021,POR,42,30,8406.0,18365.2,53.9,64.2,60.5,45.8,97.9,910.8,2902.3,3813.1,1820.4,589.7,430.4,921.5,1619.4,9940.0,68.6,763.3,84.4,0.0,0.5833333333333334
1,2021,SA,33,39,8516.4,18283.4,54.9,61.5,61.1,41.6,94.2,795.4,2959.4,3754.9,2091.5,600.4,435.2,940.5,1537.4,9509.6,65.9,-743.1,65.4,5.7,0.4583333333333333
1,2021,SAC,31,41,8524.6,18308.7,57.1,65.3,65.5,43.3,88.6,802.6,2743.0,3545.6,2183.0,644.4,425.7,1097.4,1664.6,9736.7,68.7,-1569.5,73.7,0.0,0.4305555555555556
1,2021,TOR,27,45,8436.1,18218.2,53.3,63.0,60.9,43.8,96.9,807.3,2752.5,3559.9,2062.9,733.6,463.7,1067.7,1815.6,9525.1,67.5,-206.9,59.4,4.2,0.375
1,2021,UTA,52,20,8420.1,18813.0,55.6,66.9,64.7,46.3,95.0,909.6,3222.2,4131.8,2024.9,562.4,441.1,1155.7,1587.3,9966.2,71.0,3959.4,76.1,0.0,0.7222222222222222
1,2021,WAS,34,38,8933.3,18668.6,56.5,63.1,63.4,41.7,91.4,827.5,3040.3,3867.8,2181.8,627.8,353.1,1192.6,1848.9,9985.2,67.7,-788.3,90.4,45.2,0.4722222222222222
1,2022,ATL,43,39,4301.7,9526.5,25.4,29.3,28.7,20.2,43.8,444.4,1502.8,1947.2,1089.2,317.0,187.9,499.0,828.4,5045.2,31.4,347.2,54.0,0.0,0.524390243902439
1,2022,BKN,44,38,4364.5,9566.5,25.7,29.2,29.1,19.5,43.5,456.3,1509.8,1966.1,1115.1,314.8,244.6,583.7,901.8,4999.3,31.2,194.4,40.0,3.8,0.5365853658536586
1,2022,BOS,51,31,4294.7,9622.0,25.2,29.3,29.5,19.2,44.1,466.0,1574.1,2040.1,1099.4,319.1,258.1,578.3,821.3,4948.6,31.3,1611.9,43.2,0.9,0.6219512195121951
1,2022,CHA,43,39,4448.7,9974.9,25.3,29.4,29.2,19.7,40.0,479.5,1494.2,1973.7,1243.1,381.8,217.1,562.7,879.7,5106.8,30.9,97.2,29.7,1.7,0.524390243902439
1,2022,CHI,46,36,4332.5,9235.1,25.9,29.2,28.9,19.9,43.9,383.9,1489.9,1873.8,1057.3,315.9,181.4,536.2,831.6,4942.1,31.3,-83.7,32.9,0.3,0.5609756097560976
1,2022,CLE,44,38,4227.5,9203.7,25.3,29.1,29.2,19.2,41.0,452.5,1504.4,1957.0,1114.6,313.2,185.8,587.5,773.8,4773.1,30.8,471.4,59.9,0.3,0.5365853658536586
1,2022,DAL,52,30,4209.5,9051.8,24.9,29.1,29.6,18.9,41.6,409.9,1495.3,1905.1,1035.7,298.1,175.5,518.4,870.5,4783.3,30.9,731.7,36.7,2.9,0.6341463414634146
1,2022,DEN,48,34,4332.2,9537.8,26.0,30.0,31.0,19.1,43.0,406.1,1547.6,1953.7,1231.2,319.7,164.7,613.4,885.1,4991.2,31.9,513.0,42.7,10.3,0.5853658536585366
1,2022,DET,23,59,4343.4,8996.4,23.3,26.7,26.9,17.6,42.2,486.0,1417.5,1903.5,1039.0,340.2,212.2,592.9,971.5,4641.8,28.8,-1709.1,24.3,0.6,0.2804878048780488
1,2022,GS,53,29,4339.7,9678.2,25.3,29.8,30.1,19.7,41.5,432.0,1582.2,2014.2,1200.4,388.3,201.4,634.0,930.4,4915.1,31.4,1225.8,18.9,0.9,0.6463414634146342
1,2022,HOU,20,62,4448.5,9022.7,24.6,28.8,29.3,18.8,38.5,424.4,1436.4,1860.8,1042.7,324.0,206.3,693.4,913.7,4858.4,30.5,-1871.6,35.1,0.3,0.24390243902439024
1,2022,IND,25,57,4348.2,9470.4,25.0,28.7,29.2,18.6,41.5,499.5,1442.3,1941.8,1123.7,314.3,246.8,603.2,904.5,4935.6,30.5,-769.5,46.4,1.7,0.3048780487804878
1,2022,LAC,42,40,4331.9,9252.3,24.7,28.7,27.6,20.2,42.8,403.4,1544.4,1947.8,1063.3,328.9,219.2,576.7,825.1,4800.6,30.5,2.9,29.2,0.0,0.5121951219512195
1,2022,LAL,33,49,4471.6,9416.6,25.3,29.0,29.5,18.7,39.5,422.3,1526.0,1948.3,1063.3,338.0,229.5,615.1,893.2,4963.7,30.6,-679.9,42.1,5.0,0.4024390243902439
1,2022,MEM,56,26,4435.0,10346.3,24.9,28.2,28.0,19.1,39.6,625.9,1551.4,2177.3,1150.7,432.0,288.4,552.4,874.8,5119.2,29.9,1258.2,24.8,0.6,0.6829268292682927
1,2022,MIA,53,29,4249.6,9218.9,25.2,29.5,28.7,20.5,43.6,435.8,1500.1,1935.9,1128.6,327.2,143.1,609.7,906.7,4871.9,31.5,985.5,41.0,1.7,0.6463414634146342
1,2022,MIL,51,31,4413.3,9644.6,25.3,29.5,29.4,19.8,41.9,453.6,1615.7,2069.3,1058.4,336.4,176.0,564.8,807.3,5113.8,31.3,723.6,50.2,1.2,0.6219512195121951
1,2022,MIN,46,36,4458.9,9853.5,24.7,29.1,29.2,19.3,42.0,497.3,1458.0,1955.3,1137.2,389.3,248.4,608.0,964.4,5133.8,30.9,583.2,38.9,0.3,0.5609756097560976
1,2022,NO,36,46,4293.2,9400.3,24.7,27.9,28.5,17.9,42.6,529.7,1472.0,2001.8,1105.4,367.2,177.1,588.1,870.5,4839.5,30.1,-218.7,48.1,0.0,0.43902439024390244
1,2022,NY,37,45,4233.3,9115.1,23.6,27.7,26.8,19.3,40.2,508.7,1533.6,2042.3,968.2,307.8,215.5,549.2,902.9,4714.7,29.7,-27.0,35.6,1.2,0.45121951219512196
1,2022,OKC,24,58,4364.2,8986.8,23.2,26.8,27.4,17.4,40.8,461.2,1559.0,2020.1,983.9,335.9,205.2,588.6,808.4,4593.2,28.6,-1791.7,26.5,1.7,0.2926829268292683
1,2022,ORL,22,60,4388.0,8929.8,23.4,27.1,27.4,17.9,42.5,402.8,1557.9,1960.7,1051.4,299.7,198.2,611.3,870.5,4615.4,29.1,-1769.6,41.0,0.0,0.2682926829268293
1,2022,PHI,51,31,4254.2,9320.9,25.1,28.8,28.5,19.6,44.3,377.5,1494.7,1872.2,1053.5,341.3,232.7,522.2,858.1,4868.1,31.2,576.7,42.7,1.5,0.6219512195121951
1,2022,PHO,64,18,4400.2,9908.4,26.2,29.6,29.8,19.7,43.0,432.5,1573.0,2005.6,1211.8,379.1,193.9,546.5,881.8,5084.6,31.4,1660.5,50.2,0.6,0.7804878048780488
1,2022,POR,27,55,4328.4,9003.4,23.9,27.8,27.7,18.7,41.0,461.2,1436.9,1898.1,1015.2,354.8,197.6,605.9,933.1,4703.9,29.7,-1965.6,30.8,0.0,0.32926829268292684
1,2022,SA,34,48,4432.1,9838.3,25.2,28.5,28.5,19.1,40.7,486.5,1519.6,2006.1,1235.5,338.0,217.6,544.3,800.8,5010.7,30.1,24.3,44.8,3.8,0.4146341463414634
1,2022,SAC,30,52,4413.3,9173.2,24.8,28.4,28.6,18.6,41.5,422.8,1478.0,1900.8,1049.2,317.5,199.3,599.4,838.1,4884.3,30.3,-1211.2,35.1,0.0,0.36585365853658536
1,2022,TOR,48,34,4254.6,9404.0,24.0,27.5,27.2,18.8,41.0,591.8,1415.3,2007.2,976.9,398.5,202.5,515.7,867.8,4843.8,29.3,509.8,40.0,0.9,0.5853658536585366
1,2022,UTA,49,33,4277.2,9466.7,25.4,30.0,30.7,19.4,41.4,477.4,1574.6,2052.0,991.4,317.5,217.1,582.7,835.4,5030.6,31.8,1336.5,43.2,0.0,0.5975609756097561
1,2022,WAS,35,47,4305.8,9204.8,25.5,28.7,29.3,18.5,42.3,398.0,1510.9,1908.9,1108.1,281.9,219.2,560.0,834.3,4809.8,30.7,-749.0,33.5,0.6,0.4268292682926829
1,2023,ATL,41,41,10397.6,22734.0,60.7,67.9,68.8,44.2,102.7,1155.5,3415.1,4570.6,2573.5,728.5,503.7,1272.3,1935.5,12197.0,72.7,150.7,139.4,1.6,0.5
1,2023,BKN,45,37,10072.2,22037.7,61.2,70.6,70.2,47.5,100.5,846.5,3325.9,4172.4,2628.8,734.8,635.5,1327.6,2172.9,11674.5,75.1,420.8,72.8,4.7,0.5487804878048781
1,2023,BOS,57,25,10228.1,22946.4,59.7,71.1,71.2,47.4,102.0,999.8,3668.8,4668.6,2745.6,654.4,540.1,1310.0,1936.8,12146.8,75.4,3363.6,92.9,3.2,0.6951219512195121
1,2023,CHA,27,55,10406.0,22068.2,57.4,64.8,66.3,41.4,94.1,1131.7,3454.0,4585.7,2589.9,796.3,533.8,1406.7,2086.2,11427.1,69.1,-3210.3,96.7,4.7,0.32926829268292684
1,2023,CHI,40,42,10186.0,21905.4,61.5,69.1,69.7,45.3,101.6,871.7,3490.4,4362.1,2519.5,808.9,466.0,1308.8,1948.1,11650.7,73.7,665.7,90.4,1.6,0.4878048780487805
1,2023,CLE,51,31,9861.1,21647.5,61.3,69.8,70.2,46.1,98.0,998.5,3232.9,4231.5,2568.5,736.0,482.3,1281.1,1959.4,11561.5,74.1,2758.2,109.3,0.0,0.6219512195121951
1,2023,DAL,38,44,10007.3,20952.8,59.7,71.0,72.1,46.6,94.8,785.0,3210.3,3995.3,2361.3,645.6,381.8,1202.0,2131.4,11763.7,75.2,49.0,70.3,13.8,0.4634146341463415
1,2023,DEN,53,29,10079.6,22755.5,63.3,72.0,72.2,47.6,94.3,1040.0,3389.9,4429.9,2974.2,776.2,462.2,1424.3,1915.4,11925.7,75.5,1717.0,106.8,38.9,0.6463414634146342
1,2023,DET,17,65,10204.2,20877.2,57.0,65.3,64.8,44.1,96.8,1150.5,3220.4,4370.9,2366.3,720.9,386.8,1493.4,2277.1,11360.5,70.5,-4232.7,85.4,0.0,0.2073170731707317
1,2023,GS,44,38,10476.1,23040.8,60.2,71.7,70.8,48.4,99.7,1086.4,3508.0,4594.4,3072.2,737.3,405.7,1616.5,2206.8,12249.8,75.4,929.4,60.3,1.6,0.5365853658536586
1,2023,HOU,22,60,10165.6,21438.0,57.4,64.8,66.6,41.1,94.7,1381.6,3384.9,4766.5,2304.8,753.6,469.7,1591.4,2108.8,11405.7,69.6,-4045.6,82.9,4.7,0.2682926829268293
1,2023,IND,35,47,10366.6,22612.9,58.9,68.5,67.8,46.1,99.2,1045.0,3234.2,4279.2,2779.5,792.5,600.4,1453.2,2186.7,11976.0,73.0,-1640.3,100.5,1.6,0.4268292682926829
1,2023,LAC,44,38,10100.4,21709.3,59.9,69.2,67.7,47.9,98.1,1008.6,3444.0,4452.5,2460.5,728.5,457.2,1394.2,2007.1,11698.4,73.9,255.0,70.3,1.6,0.5365853658536586
1,2023,LAL,43,39,10480.7,22504.5,60.5,68.1,69.7,43.5,97.3,1027.4,3680.1,4707.5,2602.4,660.7,474.8,1386.6,1841.3,12067.6,73.1,295.2,121.8,9.5,0.524390243902439
1,2023,MEM,51,31,10391.7,23390.6,59.7,67.8,68.8,44.1,92.1,1240.9,3560.8,4801.7,2681.6,854.1,594.1,1331.4,2063.6,12041.3,71.6,2028.4,86.7,10.0,0.6219512195121951
1,2023,MIA,44,38,9904.6,20916.5,57.8,66.6,67.8,43.2,104.4,999.8,3181.4,4181.2,2455.5,822.7,305.2,1315.0,1904.1,11275.1,72.1,-185.9,71.6,3.2,0.5365853658536586
1,2023,MIL,58,24,10375.7,22932.2,59.4,69.7,70.0,46.2,93.3,1148.0,3860.9,5008.9,2656.4,654.4,506.2,1428.1,1860.1,12043.8,73.2,1871.4,152.0,9.5,0.7073170731707317
1,2023,MIN,42,40,10420.5,22386.3,61.5,70.3,71.3,45.8,94.8,940.7,3373.6,4314.4,2694.1,825.2,557.7,1522.3,2220.6,11924.5,74.4,-12.6,95.5,4.7,0.5121951219512195
1,2023,NO,42,40,10229.8,22291.0,60.3,68.2,67.9,45.7,99.5,1087.7,3412.6,4500.2,2665.2,855.3,423.3,1443.1,2107.6,11778.8,73.1,970.9,82.9,3.2,0.5121951219512195
1,2023,NY,47,35,10058.7,22187.5,59.0,67.9,68.7,44.5,95.6,1294.9,3504.2,4799.2,2361.3,661.9,427.0,1240.9,2092.5,11949.6,72.5,1505.9,87.9,0.0,0.573170731707317
1,2023,OKC,40,42,10438.8,22537.4,58.4,66.7,66.6,44.7,101.6,1173.1,3322.1,4495.2,2514.5,849.1,428.3,1282.4,2162.8,12099.0,71.6,558.9,61.5,7.9,0.4878048780487805
1,2023,ORL,34,48,10213.2,21405.0,59.0,66.8,67.7,43.5,98.5,1046.2,3407.5,4453.8,2393.9,757.4,479.8,1479.6,2074.9,11474.8,72.0,-1317.5,65.3,0.0,0.4146341463414634
1,2023,PHI,54,28,9996.4,22062.5,61.2,70.6,69.2,48.6,104.9,898.0,3317.1,4215.1,2591.1,797.6,488.6,1321.3,2103.8,11866.7,76.4,2223.1,115.6,9.5,0.6585365853658537
1,2023,PHO,45,37,10089.7,22613.1,58.7,67.2,65.3,47.0,99.6,1219.6,3337.2,4556.8,2807.2,734.8,542.6,1325.1,2184.2,11704.7,71.6,1080.2,95.5,0.0,0.5487804878048781
1,2023,POR,33,49,10102.1,21350.1,59.5,69.0,69.1,45.8,100.0,972.1,3204.1,4176.2,2488.1,694.6,472.3,1406.7,2063.6,11679.5,74.0,-2066.1,70.3,3.2,0.4024390243902439
1,2023,SA,22,60,10497.4,21977.2,58.4,65.9,66.4,43.3,93.3,1210.8,3290.7,4501.5,2803.4,718.4,404.4,1517.2,2047.3,11641.9,69.6,-5167.2,51.5,3.2,0.2682926829268293
1,2023,SAC,48,34,10361.4,22674.2,62.0,71.8,73.6,46.3,99.2,982.2,3389.9,4372.1,2809.7,720.9,345.4,1351.5,2031.0,12431.9,76.4,1361.5,103.0,17.6,0.5853658536585366
1,2023,TOR,41,41,9999.9,22483.8,57.7,64.9,65.9,42.1,98.5,1310.0,3121.2,4431.2,2463.0,969.6,532.5,1155.5,2061.1,11623.0,69.7,759.9,99.2,6.3,0.5
1,2023,UTA,37,45,10364.7,22537.5,59.4,68.7,70.3,44.3,98.7,1215.8,3509.3,4725.1,2674.0,628.0,538.8,1534.8,2108.8,12057.6,73.4,-483.6,100.5,0.0,0.45121951219512196
1,2023,WAS,35,47,10125.2,22073.3,60.9,69.1,70.2,44.7,98.6,973.4,3521.8,4495.2,2616.2,704.6,532.5,1374.1,1933.0,11654.4,73.5,-619.2,76.6,1.6,0.4268292682926829
1,2024,ATL,36,46,2777.5,6182.2,15.7,18.3,18.1,12.3,26.9,346.1,892.0,1238.1,736.8,207.9,124.7,353.5,514.4,3279.6,19.5,-304.2,45.3,0.2,0.43902439024390244
1,2024,BKN,32,50,2681.1,5911.1,15.4,17.9,17.6,12.2,25.6,317.0,904.2,1221.2,710.5,187.9,143.3,341.4,512.4,3058.9,19.0,-399.9,19.3,0.0,0.3902439024390244
1,2024,BOS,64,18,2694.2,6429.5,16.5,19.5,19.4,13.1,27.3,296.1,988.0,1284.1,746.0,188.3,181.8,312.3,448.2,3341.8,20.6,1571.7,22.0,0.2,0.7804878048780488
1,2024,CHA,21,61,2680.9,5595.3,15.5,17.9,17.8,12.0,26.6,258.6,857.8,1116.4,687.2,190.0,125.4,360.0,497.5,2954.1,18.9,-1419.6,22.3,0.1,0.25609756097560976
1,2024,CHI,39,43,2688.0,5981.5,15.9,18.0,18.0,12.1,26.7,309.6,904.8,1214.4,692.2,215.6,133.2,323.5,520.9,3111.6,19.2,-199.4,27.7,0.0,0.47560975609756095
1,2024,CLE,48,34,2687.6,6039.5,16.2,18.8,19.0,12.4,25.9,272.8,926.8,1199.6,777.1,204.5,128.4,353.2,485.4,3121.8,19.8,333.6,29.7,0.1,0.5853658536585366
1,2024,DAL,50,32,2759.6,6082.4,16.3,19.0,19.2,12.5,25.6,269.4,920.7,1190.1,711.8,190.3,137.2,335.0,507.0,3266.4,20.0,304.5,25.4,2.4,0.6097560975609756
1,2024,DEN,57,25,2666.7,6263.2,16.8,19.0,19.0,12.6,25.8,297.8,933.9,1231.7,816.3,197.7,154.5,326.8,503.3,3183.3,19.9,728.4,37.2,2.9,0.6951219512195121
1,2024,DET,14,68,2759.3,5757.7,15.6,17.8,17.8,11.8,26.5,291.0,909.9,1200.9,705.7,179.5,129.8,405.9,570.5,3045.4,19.0,-1262.4,26.4,0.0,0.17073170731707318
1,2024,GS,46,36,2753.3,6296.9,16.1,18.8,18.5,12.8,26.4,336.6,957.9,1294.5,811.9,193.3,127.4,379.9,540.1,3264.1,19.8,363.4,15.5,0.1,0.5609756097560976
1,2024,HOU,41,41,2750.6,6058.6,15.5,17.9,17.9,11.9,26.1,317.7,942.0,1259.7,687.8,216.0,126.4,338.3,575.3,3168.8,19.1,158.9,30.8,0.5,0.5
1,2024,IND,47,35,2805.0,6488.6,17.1,19.5,19.9,12.6,26.4,279.5,871.4,1150.9,852.4,213.3,162.6,340.0,593.5,3417.2,20.5,423.2,30.8,0.2,0.573170731707317
