Team,m,Wins,Losses,Possessions,FantasyPoints,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersPercentage,ThreePointersPercentage,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingPercentage,PlusMinus,DoubleDoubles,TripleDoubles,SeasonType,WinPercentage
BOS,m6,0.75,0.25,91.38333333333333,223.99166666666667,47.475,55.949999999999996,57.24166666666667,36.675000000000004,68.11666666666666,9.583333333333334,33.375,43.625,27.266666666666666,7.566666666666666,6.5249999999999995,9.316666666666666,13.283333333333333,111.89999999999999,58.15,53.50833333333333,1.0,0.024999999999999998,1.6666666666666667,0.75
BOS,m7,0.8666666666666667,0.13333333333333333,52.53333333333333,119.83333333333333,26.9,31.753333333333334,33.166666666666664,20.16,47.086666666666666,3.1666666666666665,18.959999999999997,24.56,13.46,2.033333333333333,1.6933333333333331,3.3866666666666663,6.3066666666666675,62.54,33.733333333333334,20.226666666666667,0.3,0.0,3.0,0.8666666666666667
CHA,m0,27.0,55.0,126.90243902439025,269.12439024390244,57.4,64.8,66.3,41.4,94.1,13.801219512195123,42.1219512195122,55.923170731707316,31.584146341463416,9.710975609756098,6.509756097560975,17.15487804878049,25.441463414634143,139.3548780487805,69.1,-39.150000000000006,1.1792682926829268,0.05731707317073171,,0.32926829268292684
CHA,m1,0.35294117647058826,0.6470588235294118,46.294117647058826,99.30588235294118,21.84705882352941,24.705882352941178,24.28235294117647,16.38823529411765,35.752941176470586,3.0058823529411764,14.63529411764706,20.558823529411764,9.711764705882352,1.5058823529411764,1.035294117647059,2.9647058823529413,6.747058823529412,52.50588235294118,26.3,-20.141176470588235,0.24705882352941178,0.011764705882352941,1.0,0.35294117647058826
CHA,m2,0.07692307692307693,0.9230769230769231,44.607692307692304,91.96923076923076,21.323076923076922,24.338461538461537,24.26923076923077,15.284615384615384,39.19230769230769,1.9384615384615385,12.015384615384615,16.93846153846154,10.784615384615384,1.4076923076923078,1.0461538461538462,2.6846153846153844,6.223076923076923,49.215384615384615,25.799999999999997,-32.62307692307692,0.12307692307692308,0.0,1.0,0.07692307692307693
CHA,m3,0.1875,0.8125,44.6375,92.28125,20.5125,23.93125,23.15625,16.7375,35.5,2.11875,14.31875,18.9125,10.00625,1.23125,1.1375,2.68125,5.8687499999999995,48.44375,25.31875,-31.0125,0.1125,0.0,1.0,0.1875
CHA,m4,0.38461538461538464,0.6153846153846154,44.63076923076923,91.9076923076923,20.861538461538462,24.184615384615384,23.799999999999997,16.46153846153846,35.669230769230765,1.7384615384615385,15.392307692307693,19.138461538461538,10.13076923076923,1.646153846153846,0.7384615384615384,2.792307692307692,4.061538461538461,47.9076923076923,25.569230769230767,-15.115384615384615,0.16923076923076924,0.0,1.0,0.38461538461538464
CHA,m5,0.2,0.8,43.18666666666666,88.41333333333334,21.353333333333335,24.453333333333333,26.026666666666664,14.306666666666667,35.080000000000005,1.8266666666666667,13.793333333333333,17.746666666666666,9.373333333333333,1.4533333333333334,0.74,2.7199999999999998,3.7199999999999998,47.059999999999995,25.80666666666667,-24.486666666666668,0.2,0.0,1.0,0.2
CHA,m6,0.375,0.625,44.3625,95.85,22.3375,26.2,25.8125,17.05,39.125,1.2875,14.55,17.3,11.6875,1.6625,1.1625,2.7375,4.0375,50.1625,27.8875,-17.175,0.05,0.0,1.0,0.375
CHI,m0,20.5,21.5,138.70975609756096,290.24451219512196,68.35,76.05,79.65,45.2,114.35,10.590243902439024,45.607926829268294,56.173170731707316,33.18780487804878,10.607317073170732,8.116463414634147,16.48048780487805,30.928658536585367,152.0908536585366,80.80000000000001,-10.115853658536587,1.201219512195122,0.00975609756097561,,0.4880952380952381
CHI,m1,0.3,0.7,139.995,296.4,64.62,74.075,72.94500000000001,51.019999999999996,115.10999999999999,15.995,44.035000000000004,59.839999999999996,32.57,12.940000000000001,8.445,17.59,28.660000000000004,155.04500000000002,79.245,-43.37,1.2600000000000002,0.0,1.0,0.3
CHI,m2,0.6428571428571429,0.35714285714285715,139.1142857142857,319.4357142857143,68.38571428571429,77.97857142857143,76.94285714285715,53.75,114.57142857142857,19.02857142857143,48.07857142857143,66.63571428571429,36.17857142857143,11.757142857142856,9.450000000000001,16.271428571428572,27.892857142857142,165.72142857142856,83.10000000000001,24.349999999999998,2.1,0.0,1.0,0.6428571428571429
CHI,m3,0.5333333333333333,0.4666666666666667,141.54,319.0866666666667,71.0,80.90666666666667,83.2,50.519999999999996,112.83999999999999,15.013333333333332,49.14,62.96666666666667,38.8,10.973333333333333,10.793333333333333,18.173333333333336,26.32,164.64,85.14,1.4466666666666668,2.24,0.0,1.0,0.5333333333333333
CHI,m4,0.5,0.5,144.57,326.84000000000003,67.23,76.19,75.63,50.769999999999996,122.05999999999999,19.03,50.339999999999996,69.35,36.269999999999996,13.45,8.309999999999999,17.61,28.0,168.89000000000001,82.07000000000001,-2.1799999999999997,3.15,0.0,1.0,0.5
CHI,m5,0.5,0.5,139.1625,310.975,70.36874999999999,80.275,78.78125,55.00625,115.4,13.674999999999999,47.4375,60.74375,39.35625,11.35625,7.8125,16.25625,25.4,163.70625,85.0625,-17.23125,1.8375000000000001,0.0,1.0,0.5
CHI,m6,0.4444444444444444,0.5555555555555556,126.84444444444443,287.23333333333335,62.955555555555556,69.87777777777778,72.23333333333333,42.44444444444444,98.47777777777777,16.866666666666667,42.44444444444444,59.64444444444444,31.11111111111111,12.4,8.11111111111111,15.222222222222221,24.555555555555557,147.35555555555555,73.23333333333333,-8.166666666666668,2.7,0.0,1.4444444444444444,0.4444444444444444
CLE,m0,26.0,17.5,132.75865853658536,276.4569512195122,67.05,76.5,77.80000000000001,49.55,109.15,13.54841463414634,42.402804878048784,55.951829268292684,33.49158536585366,9.99780487804878,6.180853658536585,20.13158536585366,28.477560975609755,146.8469512195122,81.15,-5.061707317073175,1.9764634146341464,0.0,,0.5977011494252874
CLE,m1,0.5263157894736842,0.47368421052631576,43.32631578947369,94.36842105263158,21.0,23.68421052631579,24.42105263157895,14.968421052631578,35.32631578947369,2.0368421052631582,14.6,19.5,10.15263157894737,1.489473684210526,1.0736842105263158,2.736842105263158,4.931578947368421,48.76315789473684,25.289473684210527,-2.3526315789473684,0.2,0.0,1.0,0.5263157894736842
CLE,m2,0.6153846153846154,0.38461538461538464,42.83846153846154,95.91538461538462,20.5,23.984615384615385,24.66923076923077,14.576923076923077,32.04615384615385,2.3076923076923075,14.023076923076925,19.26153846153846,10.984615384615385,1.5538461538461539,0.6846153846153846,2.3615384615384616,5.753846153846154,50.06153846153846,25.076923076923077,2.4230769230769234,0.12307692307692308,0.0,1.0,0.6153846153846154
CLE,m3,0.8461538461538461,0.15384615384615385,43.05384615384616,101.17692307692307,21.77692307692308,25.515384615384615,25.576923076923077,17.046153846153846,34.96153846153846,2.0615384615384618,15.876923076923077,20.584615384615386,11.53076923076923,1.5230769230769232,0.8153846153846154,2.746153846153846,4.484615384615385,52.892307692307696,27.00769230769231,32.94615384615385,0.26153846153846155,0.0,1.0,0.8461538461538461
CLE,m4,0.6923076923076923,0.3076923076923077,42.96153846153846,100.60769230769232,21.976923076923075,25.50769230769231,25.592307692307692,16.884615384615383,32.98461538461539,1.5923076923076922,15.792307692307693,19.384615384615383,13.723076923076924,1.1923076923076923,1.2384615384615385,2.253846153846154,3.723076923076923,50.93846153846154,26.73076923076923,15.261538461538462,0.26153846153846155,0.0,1.0,0.6923076923076923
CLE,m5,0.4117647058823529,0.5882352941176471,41.04705882352941,89.73529411764706,20.423529411764704,24.16470588235294,23.96470588235294,15.86470588235294,32.00588235294118,1.5588235294117647,13.494117647058824,17.394117647058824,12.047058823529412,1.2529411764705882,0.7705882352941176,2.4058823529411764,3.123529411764706,46.28823529411765,25.376470588235293,-10.123529411764705,0.23529411764705882,0.0,1.0,0.4117647058823529
CLE,m6,0.5,0.5,74.95833333333333,155.54999999999998,35.25833333333333,39.891666666666666,41.525,24.575,60.666666666666664,5.566666666666666,25.15833333333333,31.916666666666668,19.099999999999998,5.441666666666666,3.483333333333333,9.041666666666666,12.741666666666667,78.99166666666666,42.791666666666664,-21.741666666666664,0.6583333333333333,0.016666666666666666,1.8333333333333333,0.5
CLE,m7,0.2857142857142857,0.7142857142857143,115.60000000000001,239.55714285714288,58.94285714285714,67.3,69.42857142857143,43.25714285714286,93.94285714285715,11.200000000000001,38.471428571428575,47.92857142857143,26.414285714285715,7.857142857142857,6.328571428571428,12.828571428571427,23.87142857142857,129.07142857142858,70.38571428571429,-28.25714285714286,0.6857142857142858,0.0,3.0,0.2857142857142857
DAL,m0,38.0,44.0,122.04024390243902,255.52195121951218,59.7,71.0,72.1,46.6,94.8,9.573170731707316,39.150000000000006,48.72317073170732,28.796341463414635,7.873170731707317,4.65609756097561,14.658536585365853,25.992682926829268,143.45975609756098,75.2,0.5975609756097561,0.8573170731707317,0.16829268292682928,,0.4634146341463415
DAL,m1,0.6470588235294118,0.35294117647058826,28.670588235294115,62.04705882352941,13.511764705882353,16.00588235294118,15.911764705882353,8.429411764705883,21.576470588235296,0.8176470588235294,5.370588235294117,11.335294117647058,2.0588235294117645,0.4764705882352941,0.33529411764705885,0.9058823529411765,1.5176470588235293,34.30588235294118,16.88823529411765,0.7999999999999999,0.07647058823529412,0.011764705882352941,1.0,0.6470588235294118
DAL,m2,0.5,0.5,28.65,63.125,13.1375,15.91875,16.34375,7.31875,22.2,0.8875,4.49375,11.63125,2.5625,0.63125,0.375,0.95625,1.53125,34.08125,16.84375,1.8562500000000002,0.1,0.025,1.0,0.5
DAL,m3,0.4666666666666667,0.5333333333333333,28.38,60.526666666666664,13.813333333333333,16.066666666666666,15.993333333333334,8.866666666666667,21.206666666666667,0.7799999999999999,4.08,9.626666666666667,3.06,0.5,0.36666666666666664,1.0533333333333335,1.74,33.38,17.02,-7.219999999999999,0.07333333333333333,0.020000000000000004,1.0,0.4666666666666667
DAL,m4,0.7272727272727273,0.2727272727272727,28.99090909090909,66.04545454545455,14.581818181818182,17.009090909090908,16.981818181818184,10.872727272727273,21.254545454545454,0.7090909090909091,7.654545454545455,13.02727272727273,2.127272727272727,0.6545454545454545,0.4636363636363636,1.0,1.3636363636363635,34.945454545454545,17.745454545454546,12.136363636363637,0.09090909090909091,0.018181818181818184,1.0,0.7272727272727273
DAL,m5,0.7333333333333333,0.26666666666666666,28.10666666666667,64.92666666666666,14.26,16.393333333333334,16.84,7.1466666666666665,21.466666666666665,0.7533333333333334,7.006666666666666,12.793333333333333,2.2333333333333334,0.5866666666666667,0.46,0.92,1.4400000000000002,33.846666666666664,17.21333333333333,8.826666666666666,0.12000000000000001,0.05333333333333334,1.0,0.7333333333333333
DAL,m6,0.5833333333333334,0.4166666666666667,33.68333333333333,72.79166666666667,15.233333333333334,18.341666666666665,19.066666666666666,9.616666666666665,26.616666666666664,1.4000000000000001,9.733333333333333,15.558333333333332,4.266666666666667,1.0083333333333333,0.9,1.6916666666666667,3.258333333333333,37.291666666666664,19.566666666666666,-0.9499999999999996,0.10000000000000002,0.03333333333333333,1.6666666666666667,0.5833333333333334
DAL,m7,0.6111111111111112,0.3888888888888889,44.138888888888886,96.72777777777777,22.87222222222222,26.311111111111114,26.311111111111114,17.466666666666665,34.47222222222222,2.488888888888889,15.644444444444446,20.816666666666666,9.077777777777778,1.3777777777777778,1.1388888888888888,2.7777777777777777,6.233333333333333,51.455555555555556,27.677777777777777,7.405555555555556,0.25555555555555554,0.06666666666666668,3.0,0.6111111111111112
DEN,m0,34.5,16.5,137.89097560975608,314.8955487804878,71.55,81.15,81.0,54.2,112.05000000000001,14.486463414634146,48.795121951219514,63.28158536585365,39.00536585365853,10.285426829268292,6.223292682926829,17.234756097560975,27.281768292682926,164.6676829268293,85.8,44.104512195121956,1.988719512195122,0.6821951219512195,,0.6764705882352942
DEN,m1,0.6842105263157895,0.3157894736842105,165.4105263157895,383.0578947368421,84.43684210526315,95.8578947368421,96.36315789473684,63.31578947368421,120.98947368421054,19.673684210526318,56.46315789473684,76.13684210526316,50.41578947368421,13.052631578947368,11.68421052631579,21.13157894736842,32.6578947368421,195.66315789473683,99.61578947368422,37.89473684210526,4.636842105263159,1.068421052631579,1.0,0.6842105263157895
DEN,m2,0.6666666666666666,0.3333333333333333,166.00666666666666,396.23333333333335,83.77333333333333,95.28,92.87333333333332,66.76666666666667,130.51333333333335,19.706666666666667,57.92666666666666,76.88666666666667,51.63333333333333,13.639999999999999,12.78,18.273333333333333,32.0,199.96,100.30666666666666,49.13333333333333,3.506666666666667,0.7733333333333333,1.0,0.6666666666666666
DEN,m3,0.6666666666666666,0.3333333333333333,162.40666666666667,368.9933333333333,86.44666666666667,96.77333333333333,99.84666666666666,59.89333333333333,133.38,17.686666666666667,56.20666666666667,73.25333333333333,45.019999999999996,12.346666666666666,11.56,20.333333333333332,31.993333333333332,194.6,102.4,13.139999999999997,3.3133333333333335,0.58,1.0,0.6666666666666666
DEN,m4,0.7272727272727273,0.2727272727272727,165.3272727272727,390.4636363636364,82.77272727272727,93.9909090909091,95.33636363636364,60.945454545454545,139.5,20.354545454545455,58.43636363636363,78.21818181818182,52.209090909090904,14.172727272727274,12.19090909090909,22.445454545454545,29.44545454545454,193.37272727272727,99.26363636363637,44.40909090909091,4.263636363636365,1.3181818181818181,1.0,0.7272727272727273
DEN,m5,0.7333333333333333,0.26666666666666666,163.20666666666665,390.34666666666664,87.38000000000001,98.72666666666667,96.65333333333334,67.21333333333334,134.34,17.78666666666667,58.05333333333333,75.41333333333334,52.32666666666667,14.233333333333333,10.96,19.533333333333335,29.253333333333334,197.67999999999998,103.42666666666668,61.126666666666665,3.8933333333333335,0.7733333333333333,1.0,0.7333333333333333
DEN,m6,0.75,0.25,139.98333333333332,331.3,70.79166666666667,80.91666666666667,82.15833333333333,51.775,110.08333333333333,14.875,51.64166666666666,66.39166666666667,43.050000000000004,11.458333333333334,9.941666666666666,16.391666666666666,24.59166666666667,165.30833333333334,84.29166666666667,57.65,3.108333333333333,0.6666666666666666,1.8333333333333333,0.75
DEN,m7,0.42857142857142855,0.5714285714285714,93.98571428571428,200.44285714285712,47.74285714285714,54.82857142857143,53.32857142857143,38.385714285714286,84.91428571428571,9.614285714285714,32.52857142857143,41.971428571428575,24.142857142857142,6.985714285714286,5.5,12.442857142857141,20.071428571428573,102.34285714285714,58.07142857142857,-26.97142857142857,0.7857142857142857,0.0,3.0,0.42857142857142855
DET,m0,17.0,65.0,124.44146341463416,254.60000000000002,57.0,65.3,64.8,44.1,96.8,14.03048780487805,39.27317073170732,53.30365853658536,28.857317073170734,8.791463414634146,4.717073170731707,18.212195121951222,27.76951219512195,138.54268292682926,70.5,-51.61829268292683,1.0414634146341464,0.0,,0.2073170731707317
DET,m1,0.10526315789473684,0.8947368421052632,101.60526315789474,214.29473684210527,47.16842105263158,53.28421052631579,52.752631578947366,36.1578947368421,82.43157894736842,12.736842105263158,33.45789473684211,46.16842105263158,26.978947368421053,6.11578947368421,5.915789473684211,16.942105263157895,24.19473684210526,111.64736842105265,56.95263157894736,-45.6,1.0157894736842106,0.0,1.0,0.10526315789473684
DET,m2,0.07692307692307693,0.9230769230769231,103.05384615384615,208.27692307692308,48.16923076923077,53.57692307692308,56.70769230769231,31.96153846153846,78.8076923076923,9.938461538461537,32.07692307692308,41.94615384615384,24.63076923076923,6.8307692307692305,4.484615384615385,14.669230769230769,22.1,113.41538461538462,57.646153846153844,-70.54615384615384,0.9538461538461539,0.0,1.0,0.07692307692307693
DET,m3,0.2,0.8,102.33333333333333,222.36666666666667,49.88666666666666,57.093333333333334,55.65333333333333,40.11333333333334,75.76666666666667,10.573333333333332,33.080000000000005,43.626666666666665,28.666666666666668,5.666666666666667,4.9,13.6,20.446666666666665,119.83999999999999,60.04,-35.0,0.8133333333333332,0.0,1.0,0.2
DET,m4,0.2727272727272727,0.7272727272727273,101.44545454545455,217.4818181818182,48.63636363636363,56.17272727272727,53.6,40.54545454545455,78.39999999999999,11.354545454545455,33.90909090909091,45.21818181818182,27.236363636363638,6.581818181818182,4.827272727272727,15.1,21.4,115.05454545454545,58.98181818181818,-22.681818181818183,1.0272727272727273,0.0,1.0,0.2727272727272727
DET,m5,0.25,0.75,100.09375,203.7125,44.0375,49.9375,53.56875,29.962500000000002,85.81875,10.0125,35.975,45.925,23.89375,7.3125,4.03125,14.706249999999999,19.61875,105.20625,54.856249999999996,-49.99375,1.0875,0.0,1.0,0.25
DET,m6,0.125,0.875,99.1875,198.9875,45.85,52.5375,51.675,35.6125,74.4625,8.375,30.700000000000003,38.975,22.925,8.7375,4.55,13.2875,14.6625,104.825,55.5625,-56.0625,0.875,0.0,1.0,0.125
GS,m0,25.0,22.5,145.37865853658536,320.26191369606005,66.4,78.4,79.0,51.75,110.65,16.785928705440902,49.382551594746715,66.17232645403377,41.55215759849906,10.357270168855536,6.21608818011257,20.95286116322702,32.03686679174484,166.3439024390244,82.5,4.917073170731707,0.8022983114446529,0.10975609756097561,,0.5263157894736842
GS,m1,0.47368421052631576,0.5263157894736842,129.05263157894737,285.33684210526314,59.01578947368421,69.61578947368422,67.4578947368421,47.66842105263158,102.3,17.189473684210526,43.89473684210526,60.6578947368421,36.17894736842105,10.663157894736841,5.942105263157895,19.3,28.77894736842105,149.22105263157894,74.76842105263158,2.826315789473685,0.6263157894736843,0.0,1.0,0.47368421052631576
GS,m2,0.46153846153846156,0.5384615384615384,129.53076923076924,291.84615384615387,60.75384615384615,70.98461538461538,71.12307692307692,47.45384615384615,105.46923076923076,18.176923076923075,44.400000000000006,62.400000000000006,36.92307692307692,9.346153846153847,5.584615384615384,18.592307692307692,25.784615384615385,155.16923076923078,75.8923076923077,3.5,1.4384615384615385,0.0,1.0,0.46153846153846156
GS,m3,0.4166666666666667,0.5833333333333334,130.04999999999998,294.02500000000003,65.55,76.46666666666667,75.55833333333332,52.15,102.74166666666667,13.858333333333334,41.291666666666664,54.5,37.958333333333336,9.316666666666668,7.708333333333333,16.358333333333334,25.441666666666666,159.98333333333332,80.00833333333334,-12.441666666666665,0.5666666666666667,0.0,1.0,0.4166666666666667
GS,m4,0.7857142857142857,0.21428571428571427,131.65714285714287,309.42857142857144,62.228571428571435,72.63571428571429,70.62142857142858,49.714285714285715,96.84285714285714,16.228571428571428,48.371428571428574,64.43571428571428,40.48571428571428,10.921428571428573,8.607142857142858,18.014285714285712,24.042857142857144,156.67857142857142,75.66428571428571,59.02857142857143,1.0928571428571427,0.0,1.0,0.7857142857142857
GS,m5,0.5625,0.4375,126.475,294.31875,62.3,71.74375,72.6875,46.94375,94.4625,16.1,44.99375,60.75625,38.4375,10.76875,7.9,16.31875,22.9125,147.9,74.38125,15.4125,1.16875,0.10625,1.0,0.5625
GS,m6,0.6666666666666666,0.3333333333333333,126.83333333333333,293.5444444444445,64.42222222222222,75.67777777777778,71.93333333333334,53.68888888888889,107.52222222222223,13.266666666666667,46.71111111111111,59.8111111111111,37.577777777777776,10.855555555555556,9.544444444444444,19.700000000000003,23.333333333333332,148.47777777777776,79.42222222222222,22.96666666666667,0.7555555555555555,0.0,1.2222222222222223,0.6666666666666666
HOU,m0,22.0,60.0,123.97073170731707,261.4390243902439,57.4,64.8,66.6,41.1,94.7,16.848780487804877,41.27926829268293,58.1280487804878,28.107317073170734,9.190243902439025,5.728048780487804,19.407317073170734,25.71707317073171,139.0939024390244,69.6,-49.33658536585366,1.0109756097560976,0.05731707317073171,,0.2682926829268293
HOU,m1,0.5,0.5,162.76875,356.51875,80.0125,91.875,92.53125,60.475,127.825,15.9625,57.35,72.975,44.48125,11.5875,10.38125,20.25625,37.6375,187.0375,97.15,30.58125,2.65625,0.0,1.0,0.5
HOU,m2,0.5,0.5,167.90714285714284,366.65714285714284,76.01428571428572,87.76428571428572,83.67142857142858,61.90714285714285,135.62857142857143,20.364285714285717,59.62857142857143,80.00714285714285,39.76428571428572,14.007142857142856,9.985714285714286,21.95,36.50714285714286,192.19285714285712,94.99285714285715,11.450000000000001,2.8285714285714287,0.0,1.0,0.5
